Title,Release Year,Date added,Genre,Type,PG,Original,Rating,Platform
Mike Birbiglia: What I Should Have Said Was Nothing: Tales from My Secret Public Journal,2008,2019,-,Movie,TV-14,False,-,-
Narcoworld: Dope Stories,2019,2019,-,TV Show,TV-MA,True,-,Netflix
Nobody's Looking,2019,2019,Adult,TV Show,TV-MA,True,6.9,Netflix
Shelby American,2019,2019,-,Movie,TV-14,False,-,-
Singapore Social,2019,2019,-,TV Show,TV-MA,True,-,Netflix
The Christmas Chronicles,2018,2018,"Comedy,Talk-Show",Movie,TV-PG,True,7.6,-
Argon,2017,2017,-,TV Show,TV-MA,False,-,Netflix
Barbra: The Music ... The Mem'ries ... The Magic!,2017,2017,-,Movie,TV-14,False,-,-
Godless,2017,2017,"Drama,Western",TV Show,TV-MA,True,8.3,Netflix
Ludo,2015,2016,"Fantasy,Horror,Thriller",Movie,TV-MA,False,2.9,-
Mercy,2016,2016,"Action,Adventure,Drama",Movie,TV-MA,True,8.0,-
The Land of Cards,2012,2016,-,Movie,TV-MA,False,-,-
K-19: The Widowmaker,2002,2019,"Drama,History,Thriller",Movie,PG-13,False,6.7,-
Mortel,2019,2019,"Animation,Short",TV Show,TV-MA,True,6.8,Netflix
The Knight Before Christmas,2019,2019,-,Movie,TV-14,True,-,-
De Palma,2015,2018,"Biography,Documentary",Movie,R,False,7.4,-
Oh My Ghost,2018,2018,Comedy,TV Show,TV-MA,False,7.0,Netflix
The Tribe,2018,2018,"Drama,Sci-Fi,Thriller",Movie,TV-MA,True,4.5,Prime
Beat Bugs: All Together Now,2017,2017,-,Movie,TV-Y,False,-,-
Brian Regan: Nunchucks and Flamethrowers,2017,2017,"Comedy,Documentary",Movie,TV-PG,False,6.2,-
Saving Capitalism,2017,2017,Documentary,Movie,TV-PG,True,6.8,-
The Case for Christ,2017,2017,"Biography,Drama",Movie,TV-PG,False,6.2,-
Carlos Ballarta: El amor es de putos,2016,2016,Comedy,Movie,TV-MA,False,7.0,-
Adore,2013,2019,"Romance,Short",Movie,R,False,5.8,-
Bangkok Buddies,2019,2019,-,TV Show,TV-14,False,-,-
Be Somebody,2016,2019,"Comedy,Drama,Romance",Movie,PG,False,5.7,-
Beavis and Butt-head Do America,1996,2019,-,Movie,PG-13,False,-,-
Bebe's Kids,1992,2019,Comedy,Movie,PG-13,False,7.3,-
"Bikram: Yogi, Guru, Predator",2019,2019,"Crime,Documentary",Movie,TV-MA,True,7.1,-
Black Snake Moan,2007,2019,"Drama,Music",Movie,R,False,6.9,-
Carriers,2009,2019,"Drama,Horror,Sci-Fi",Movie,PG-13,False,6.0,-
Dorasaani,2019,2019,-,Movie,TV-14,False,-,-
Dream/Killer,2015,2019,"Crime,Documentary",Movie,TV-MA,False,7.4,-
Evolution,2001,2019,Talk-Show,Movie,PG-13,False,8.6,-
Eye for an Eye,1996,2019,"Drama,Short",Movie,R,True,5.4,-
Holiday Secrets,2019,2019,-,TV Show,TV-MA,True,-,Netflix
Hot Rod,2007,2019,"Action,Crime,Drama",Movie,PG-13,False,8.4,-
It Takes Two,1995,2019,Family,Movie,PG,False,6.9,-
"Lorena, Light-Footed Woman",2019,2019,-,Movie,TV-G,True,-,-
"Love, Rosie",2014,2019,"Comedy,Romance",Movie,R,False,7.2,-
Mallesham,2019,2019,Biography,Movie,TV-PG,False,8.8,-
Once Upon a Time in the West,1968,2019,"Comedy,Crime,Drama",Movie,PG-13,False,8.3,-
She's Out of My League,2010,2019,"Comedy,Romance",Movie,R,False,6.4,-
Superstar,1999,2019,"Music,Short",Movie,PG-13,False,8.0,-
The Adventures of Tintin,2011,2019,"Action,Adventure,Animation",Movie,PG,False,7.3,-
The Devil Inside,2012,2019,"Action,Adventure,Drama",Movie,R,False,8.1,-
The First Wives Club,1996,2019,Comedy,Movie,PG,False,7.3,-
The Gift,2000,2019,Romance,Movie,R,True,6.9,Netflix
"The Goods: Live Hard, Sell Hard",2009,2019,Comedy,Movie,R,False,5.8,-
The Longest Yard,1974,2019,"Adventure,Comedy,Fantasy",Movie,R,False,8.4,-
The Love Guru,2008,2019,Comedy,Movie,PG-13,False,8.9,-
The Rainmaker,1997,2019,Comedy,Movie,PG-13,False,7.1,-
What's Eating Gilbert Grape,1993,2019,Drama,Movie,PG-13,False,7.8,-
Who Killed Little Gregory?,2019,2019,-,TV Show,TV-MA,True,-,Netflix
World Trade Center,2006,2019,"Documentary,History",Movie,PG-13,False,8.7,-
Young Adult,2011,2019,Comedy,Movie,R,False,7.6,-
"Yours, Mine and Ours",2005,2019,"Comedy,Drama,Romance",Movie,PG,False,8.8,-
Zodiac,2007,2019,"Drama,Short",Movie,R,False,6.5,-
Kulipari: Dream Walker,2018,2018,"Action,Animation,Fantasy",TV Show,TV-Y7-FV,False,7.7,Netflix
Paap-O-Meter,2017,2018,-,TV Show,TV-Y7,False,-,-
Puppy Star Christmas,2018,2018,Family,Movie,PG,False,3.5,-
Sabrina,2018,2018,"Horror,Thriller",Movie,TV-MA,True,4.2,-
Target,2018,2018,"Comedy,Thriller",Movie,TV-14,False,4.0,-
The Final Table,2018,2018,Reality-TV,TV Show,TV-PG,True,7.7,Netflix
Trevor Noah: Son of Patricia,2018,2018,Comedy,Movie,TV-MA,False,7.2,-
100 Things to do Before High School,2014,2019,-,Movie,TV-G,False,-,-
A Fairly Odd Summer,2014,2019,"Animation,Comedy,Family",Movie,TV-G,False,4.0,-
Bella and the Bulldogs,2015,2019,"Comedy,Family,Sport",TV Show,TV-G,False,5.1,Netflix
Big Time Movie,2012,2019,Comedy,Movie,TV-PG,False,6.5,-
Don't Be Afraid of the Dark,2010,2019,"Drama,Horror,Thriller",Movie,R,False,6.9,-
Escape from Mr. Lemoncello’s Library,2017,2019,-,Movie,TV-G,False,-,-
Hey Arnold! The Jungle Movie,2017,2019,-,Movie,TV-PG,False,-,-
Jinxed,2013,2019,"Action,Adventure,Animation",Movie,TV-G,False,4.4,-
LEGENDS OF THE HIDDEN TEMPLE,2016,2019,-,Movie,TV-PG,False,-,-
"Liar, Liar, Vampire",2015,2019,"Comedy,Family",Movie,TV-PG,False,5.8,-
Shark Night,2011,2019,Documentary,Movie,PG-13,False,3.1,-
The Boy Who Cried Werewolf,2010,2019,"Comedy,Family,Fantasy",Movie,TV-G,False,6.0,-
The Massively Mixed-Up Middle School Mystery,2015,2019,"Comedy,Mystery,Short",Movie,TV-G,False,7.4,-
Ana e Vitória,2018,2018,"Biography,Comedy,Music",Movie,TV-14,False,6.7,-
Brainchild,2018,2018,"Documentary,Family",TV Show,TV-Y7,True,7.9,Netflix
ReMastered: Tricky Dick & The Man in Black,2018,2018,-,Movie,TV-MA,False,-,-
The Holiday Calendar,2018,2018,"Drama,Romance",Movie,TV-PG,True,5.7,-
The Judgement,2018,2018,"Crime,Drama",TV Show,TV-MA,False,6.8,Netflix
The Other Side of the Wind,2018,2018,Drama,Movie,R,True,6.9,-
They’ll Love Me When I’m Dead,2018,2018,-,Movie,TV-MA,False,-,-
Thorne: Scaredy Cat,2010,2016,-,Movie,NR,False,-,-
Thorne: Sleepyhead,2010,2016,"Crime,Drama,Mystery",Movie,NR,False,6.8,-
Iliza Shlesinger: Unveiled,2019,2019,-,Movie,TV-MA,False,-,-
Miss Culinary,2019,2019,-,TV Show,TV-14,False,-,-
No Time for Shame,2019,2019,-,TV Show,TV-MA,True,-,Netflix
Donald Glover: Weirdo,2012,2016,"Comedy,Documentary",Movie,NR,False,7.5,-
The Pixar Story,2007,2018,Documentary,Movie,G,False,7.8,-
The Prison,2017,2017,Drama,Movie,TV-MA,False,7.0,-
Colin Quinn: The New York Story,2016,2016,Comedy,Movie,TV-MA,False,6.7,-
Divines,2016,2016,"Crime,Drama",Movie,TV-MA,True,7.4,-
La Niña,2016,2016,Short,TV Show,TV-MA,False,6.7,Netflix
Sour Grapes,2016,2016,"Comedy,Drama",Movie,NR,False,7.8,-
Naomi and Ely's No Kiss List,2015,2015,"Comedy,Drama,Romance",Movie,NR,False,5.6,-
Splatter,2009,2009,"Horror,Mystery,Thriller",Movie,TV-14,False,5.2,-
Candy Online,2019,2019,-,TV Show,TV-MA,False,-,-
Eternal Love,2017,2018,"Drama,Romance",TV Show,TV-14,False,6.9,Netflix
La Doña,2016,2018,"Drama,Romance",TV Show,TV-14,False,6.5,Netflix
Silvana Sin Lana,2016,2018,"Comedy,Drama,Romance",TV Show,TV-14,False,7.5,Netflix
A Christmas Prince,2017,2017,"Comedy,Romance",Movie,TV-PG,True,5.7,-
"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",2017,2017,Documentary,Movie,TV-MA,False,7.7,-
Krish Trish and Baltiboy: Face Your Fears,2017,2017,-,Movie,TV-Y7,False,-,-
Mudbound,2017,2017,"Drama,War",Movie,R,True,7.4,-
Santa Claws,2014,2017,"Family,Fantasy",Movie,TV-PG,False,3.0,-
Shot in the Dark,2017,2017,"Documentary,News",TV Show,TV-MA,True,8.2,Netflix
Paranoid,2016,2016,"Action,Adventure,Animation",TV Show,TV-14,False,8.5,Netflix
Drive,2011,2019,"Action,Drama,Horror",Movie,R,True,7.4,-
Iron Sky: The Coming Race,2019,2019,"Action,Adventure,Comedy",Movie,TV-MA,False,5.0,-
Jeff Dunham: All Over the Map,2014,2019,Comedy,Movie,TV-14,False,7.1,-
Suffragette,2015,2019,"Biography,Drama,History",Movie,PG-13,False,6.9,-
The Green Inferno,2013,2019,"Adventure,Horror",Movie,R,False,5.3,-
Cam,2018,2018,"Horror,Mystery,Thriller",Movie,TV-MA,True,5.9,-
Dogs,2018,2018,Documentary,TV Show,TV-PG,True,8.2,Netflix
Follow Me,2017,2018,Documentary,Movie,TV-MA,False,4.9,-
Narcos: Mexico,2018,2018,"Crime,Drama",TV Show,TV-MA,True,8.4,Netflix
Nothing to Hide,2018,2018,\N,Movie,TV-MA,True,6.2,-
The Ballad of Buster Scruggs,2018,2018,"Comedy,Drama,Musical",Movie,R,True,7.3,-
The Princess Switch,2018,2018,Romance,Movie,TV-PG,True,6.0,-
Vai Anitta,2018,2018,"Documentary,Reality-TV",TV Show,TV-MA,True,5.3,Netflix
9,2009,2017,Comedy,Movie,PG-13,False,6.6,-
At the Dolphin Bay,2003,2019,"Comedy,Drama,Romance",TV Show,TV-14,False,7.2,-
Earthquake Bird,2019,2019,"Crime,Drama,Mystery",Movie,R,True,5.9,-
El sendero de la anaconda,2019,2019,Documentary,Movie,TV-PG,False,7.2,-
GO! The Unforgettable Party,2019,2019,-,Movie,TV-PG,False,-,-
Guna 369,2019,2019,"Action,Drama",Movie,TV-MA,False,6.8,-
House Arrest,2019,2019,Comedy,Movie,TV-14,True,8.0,-
I'm with the Band: Nasty Cherry,2019,2019,Documentary,TV Show,TV-MA,True,7.3,-
Inheritors,2013,2019,-,TV Show,TV-14,False,-,-
K-on! the movie,2011,2019,-,Movie,TV-PG,False,-,-
Klaus,2019,2019,"Action,Adventure,Drama",Movie,PG,True,7.3,-
La Robe De Mariee Des Cieux,2004,2019,-,TV Show,TV-14,False,-,-
Leap Year,2010,2019,Comedy,Movie,PG,False,7.8,-
My MVP Valentine,2002,2019,Drama,TV Show,TV-PG,False,6.5,-
My Sassy Girl,2017,2019,"Comedy,Drama,Romance",TV Show,TV-14,False,6.3,Netflix
SunGanges,2018,2019,-,Movie,TV-PG,False,-,-
The 24 Hour War,2016,2019,"Documentary,History",Movie,TV-14,False,7.3,-
The Club,2019,2019,Comedy,TV Show,TV-MA,True,8.0,Netflix
The Garden of Words,2013,2019,-,Movie,TV-14,False,-,-
The Stranded,2019,2019,"Adventure,Drama,Mystery",TV Show,TV-MA,False,6.4,Netflix
Westside Story,2003,2019,-,TV Show,TV-14,False,-,-
Aalorukkam,2018,2018,Drama,Movie,TV-14,False,6.9,-
Beyblade Burst Evolution,2017,2018,-,TV Show,TV-Y7,False,-,-
Christmas Wedding Planner,2017,2018,Romance,Movie,PG,False,4.3,-
Halkaa,2018,2018,"Drama,Family",Movie,TV-14,False,7.2,-
Mala Kahich Problem Nahi,2017,2018,Drama,Movie,TV-PG,False,7.1,-
May the Devil Take You,2018,2018,-,Movie,TV-MA,True,-,-
Muzaffarnagar Baaqi Hai,2015,2018,Documentary,Movie,TV-MA,False,6.9,-
Odu Raja Odu,2018,2018,"Comedy,Crime,Drama",Movie,TV-14,False,7.4,-
Only the Dead,2015,2018,"Biography,Documentary,History",Movie,TV-MA,False,7.7,-
Pimpal,2017,2018,Drama,Movie,TV-PG,False,8.1,-
Savita Damodar Paranjpe,2018,2018,Thriller,Movie,TV-14,False,6.0,-
Shopkins: Chef Club,2016,2018,"Animation,Family,Short",Movie,TV-Y,False,4.4,-
Shopkins: Wild,2018,2018,-,Movie,TV-Y,False,-,-
Shopkins: World Vacation,2017,2018,-,Movie,TV-Y,False,-,-
The Crew,2015,2018,"Adventure,Animation,Comedy",Movie,TV-MA,True,7.3,-
The Giant,2017,2018,"Crime,Mystery,Thriller",Movie,TV-MA,False,5.5,-
A Flying Jatt,2016,2017,"Action,Adventure,Comedy",Movie,TV-14,False,3.2,-
Chuck Chicken,2017,2017,"Adventure,Animation,Comedy",TV Show,TV-Y7,False,5.8,-
Lucky: No Time for Love,2005,2017,"Drama,Musical,Romance",Movie,TV-14,False,4.7,-
The Irregular at Magic High School,2014,2017,-,TV Show,NR,False,-,Netflix
The Method,2015,2017,"Action,Drama,Thriller",TV Show,TV-MA,False,7.5,Netflix
Brown Nation,2016,2016,Comedy,TV Show,TV-14,False,7.0,Netflix
Dieter Nuhr: Nuhr in Berlin,2016,2016,Comedy,Movie,TV-MA,False,4.9,-
Mumbai Cha Raja,2012,2016,Drama,Movie,TV-14,False,6.5,-
Oliver Stone's Untold History of the United States,2013,2016,-,TV Show,TV-PG,False,-,Netflix
Clarence Clemons: Who Do I Think I Am?,2019,2019,Documentary,Movie,TV-MA,False,6.4,-
Fadily Camara : La plus drôle de tes copines,2019,2019,-,Movie,TV-MA,False,-,-
My Dear Warrior,2019,2019,-,TV Show,TV-14,False,-,-
DeRay Davis: How to Act Black,2017,2017,Comedy,Movie,TV-MA,False,6.1,-
Hickok,2017,2017,Western,Movie,TV-MA,False,4.7,-
Chelsea Peretti: One of the Greats,2014,2014,Comedy,Movie,NR,False,7.0,-
Casa de mi Padre,2012,2012,"Comedy,Western",Movie,R,False,5.5,-
Maradona in Mexico,2020,2019,-,TV Show,TV-MA,True,-,Netflix
BuyBust,2018,2018,"Action,Thriller",Movie,TV-MA,False,5.8,-
Loudon Wainwright III: Surviving Twin,2018,2018,Music,Movie,TV-14,True,6.9,-
Warrior,2018,2018,"Crime,Drama",TV Show,TV-MA,False,8.2,Netflix
Chasing Trane,2016,2017,-,Movie,TV-PG,False,-,-
John Mulaney: The Comeback Kid,2015,2015,Comedy,Movie,TV-MA,False,7.9,-
W/ Bob & David,2015,2015,-,TV Show,TV-MA,True,-,Netflix
Jeff Garlin: Our Man In Chicago,2019,2019,-,Movie,TV-MA,False,-,-
Green Room,2015,2018,"Comedy,Talk-Show",Movie,R,False,7.8,-
Long Time Running,2017,2017,"Documentary,Music",Movie,TV-14,False,8.2,-
A Single Man,2009,2019,"Drama,Romance",Movie,R,False,7.6,-
Put Your Head on My Shoulder,2019,2019,"Comedy,Romance",TV Show,TV-PG,False,7.9,Netflix
Submission,2019,2019,"Drama,Mystery,Romance",Movie,TV-MA,False,5.5,-
To Be of Service,2019,2019,Documentary,Movie,TV-MA,False,6.0,-
Bon Cop Bad Cop 2,2017,2017,"Action,Comedy,Crime",Movie,TV-MA,False,6.6,-
The Beginning of Life: The Series,2016,2016,-,TV Show,TV-PG,False,-,Netflix
True Memoirs of an International Assassin,2016,2016,"Action,Comedy,Crime",Movie,TV-14,True,5.9,-
Age of Tanks,2017,2018,Documentary,TV Show,TV-PG,False,7.4,-
Helix,2015,2018,"Animation,Drama",TV Show,TV-MA,False,6.0,Netflix
The Workshop,2017,2018,Drama,Movie,TV-MA,False,8.2,-
Bill Burr: Let It Go,2010,2017,Comedy,Movie,NR,False,8.4,-
Blazing Transfer Students,2017,2017,"Action,Adventure,Comedy",TV Show,TV-MA,True,7.3,Netflix
Mea Culpa,2017,2017,"Crime,Drama,Mystery",Movie,TV-MA,False,8.6,-
Natalia Valdebenito: Gritona,2017,2017,Comedy,Movie,TV-MA,False,6.5,-
The Killer,2017,2017,"Drama,Fantasy,Horror",Movie,TV-MA,True,8.4,-
Einsatzgruppen: The Nazi Death Squads,2009,2016,"Documentary,History,War",TV Show,TV-14,False,7.5,Netflix
Kathleen Madigan: Bothering Jesus,2016,2016,Comedy,Movie,TV-MA,False,6.6,-
100% Hotter,2017,2019,Reality-TV,TV Show,TV-14,False,4.4,Netflix
16 Blocks,2006,2019,"Action,Crime,Drama",Movie,PG-13,False,6.6,-
187,1997,2019,-,Movie,R,False,-,-
A Remarkable Tale,2019,2019,-,Movie,TV-MA,False,-,-
A Year In Space,2015,2019,-,TV Show,TV-PG,False,-,-
Ad Vitam,2018,2019,"Crime,Drama,Mystery",TV Show,TV-MA,False,6.5,Netflix
American History X,1998,2019,Drama,Movie,R,False,8.5,-
American Son,2019,2019,Drama,Movie,TV-MA,True,5.6,-
Anger Management,2003,2019,"Animation,Comedy,Family",Movie,PG-13,False,5.0,-
Apache Warrior,2017,2019,Documentary,Movie,TV-MA,False,6.8,-
Barbie Dreamhouse Adventures: Go Team Roberts,2019,2019,-,TV Show,TV-Y,False,-,-
Butterfield 8,1960,2019,Drama,Movie,TV-14,False,6.4,-
Cat on a Hot Tin Roof,1958,2019,Drama,Movie,NR,False,6.6,-
Christmas Break-In,2019,2019,Family,Movie,TV-PG,False,4.9,-
Christmas in the Heartland,2017,2019,Family,Movie,TV-PG,False,6.2,-
Christmas Survival,2018,2019,-,Movie,TV-MA,False,-,-
Cleopatra Jones,1973,2019,"Action,Crime,Thriller",Movie,PG,False,5.9,-
Code Name: The Cleaner,2007,2019,"Action,Comedy,Crime",Movie,PG-13,False,4.6,-
Doctor Zhivago,1965,2019,"Drama,Romance",Movie,PG-13,False,7.4,-
Drive,2019,2019,"Action,Drama,Horror",Movie,TV-14,True,7.4,-
Elliot the Littlest Reindeer,2018,2019,"Animation,Family",Movie,PG,False,5.0,-
Enter the Dragon,1973,2019,"Adventure,Fantasy,Romance",Movie,R,False,8.2,-
Euphoria,2018,2019,Horror,Movie,R,False,6.0,-
Executive Decision,1996,2019,"Crime,Short",Movie,R,False,5.7,-
Fallen,1998,2019,"Action,Adventure,Crime",Movie,R,False,8.2,-
Fear and Loathing in Las Vegas,1998,2019,"Adventure,Comedy,Drama",Movie,R,False,7.6,-
Fire in Paradise,2019,2019,Documentary,Movie,TV-MA,True,7.0,-
Forbidden Planet,1956,2019,"Comedy,Drama,Horror",Movie,G,False,8.0,-
Getting Played,2005,2019,"Action,Animation,Fantasy",Movie,PG-13,False,6.5,-
Gigi,1958,2019,Animation,Movie,G,False,7.1,-
Gosford Park,2001,2019,"Comedy,Drama,Mystery",Movie,R,False,7.2,-
Gothika,2003,2019,"Horror,Mystery,Thriller",Movie,R,False,5.8,-
Grease,1978,2019,Comedy,Movie,PG,False,7.5,-
Hache,2019,2019,Drama,TV Show,TV-MA,True,6.0,Netflix
Harlem Globetrotters: The Team That Changed the World,2005,2019,-,Movie,TV-14,False,-,-
Hello Ninja,2019,2019,Adventure,TV Show,TV-Y,False,7.3,Netflix
Holiday in the Wild,2019,2019,-,Movie,TV-PG,True,-,-
Holly Star,2018,2019,Comedy,Movie,PG,False,5.1,-
How to Be a Latin Lover,2017,2019,"Comedy,Drama",Movie,PG-13,False,5.9,-
How to Be a Player,1997,2019,Comedy,Movie,R,False,5.4,-
Invictus,2009,2019,"Action,Adventure,Animation",Movie,PG-13,False,8.9,-
Jimi Hendrix,1973,2019,"Documentary,Music",Movie,R,False,8.5,-
King's Ransom,2005,2019,"Action,Adventure,Animation",Movie,PG-13,False,7.6,-
Legion,2010,2019,"Action,Drama,Sci-Fi",Movie,R,False,8.3,Hulu
Like Water for Chocolate,1992,2019,-,Movie,R,False,-,-
Listen Up! The Lives of Quincy Jones,1990,2019,-,Movie,TV-14,False,-,-
Logan's Run,1976,2019,"Comedy,Drama,Family",Movie,PG,False,8.5,-
Lolita,1962,2019,Adult,Movie,R,False,7.6,-
Love Jones,1997,2019,"Drama,Romance",Movie,R,False,7.5,-
Mad Money,2008,2019,"Comedy,Crime,Thriller",Movie,PG-13,False,5.8,-
Maid-Sama!,2010,2019,-,TV Show,TV-14,False,-,-
Money Talks,1997,2019,Adult,Movie,R,False,6.2,-
Monster House,2006,2019,"Comedy,Reality-TV",Movie,PG,False,3.7,-
Mutiny on the Bounty,1962,2019,"Adventure,Drama,History",Movie,TV-PG,False,7.3,-
Nacho Libre,2006,2019,"Comedy,Family,Sport",Movie,PG,False,5.7,-
National Lampoon's Loaded Weapon 1,1993,2019,-,Movie,PG-13,False,-,-
Ocean's Eleven,1960,2019,"Crime,Thriller",Movie,TV-PG,False,7.8,-
Paid in Full,2002,2019,"Crime,Drama,Mystery",Movie,R,False,8.0,-
Queer Eye: We're in Japan!,2019,2019,Reality-TV,TV Show,TV-14,True,8.5,Netflix
Rebel Without a Cause,1955,2019,"Documentary,Talk-Show",Movie,PG-13,False,6.6,-
Revolutionary Road,2008,2019,"Drama,Romance",Movie,R,False,7.3,-
Rosemary's Baby,1968,2019,Comedy,Movie,R,False,7.7,-
Rounders,1998,2019,"Crime,Drama",Movie,R,False,7.3,-
Rumble in the Bronx,1995,2019,-,Movie,R,False,-,-
Santa Girl,2019,2019,"Comedy,Romance",Movie,TV-PG,False,5.1,-
Sling Blade,1996,2019,Drama,Movie,R,False,8.0,-
Sparkle,1976,2019,Short,Movie,PG,False,6.8,-
Spider-Man 3,2007,2019,"Comedy,Talk-Show",Movie,PG-13,False,7.6,-
Spitfire: The Plane that Saved the World,2018,2019,-,Movie,TV-14,False,-,-
Step Brothers,2008,2019,Comedy,Movie,R,False,6.9,-
Superfly,1972,2019,"Action,Crime,Thriller",Movie,R,False,5.1,-
The Brave One,2007,2019,"Documentary,Short",Movie,R,False,8.6,-
The Christmas Candle,2013,2019,"Drama,Family",Movie,PG,False,6.2,-
The Cincinnati Kid,1965,2019,Drama,Movie,TV-14,False,7.3,-
The Game,1997,2019,"Family,Fantasy",Movie,R,False,7.3,Hulu
The Great Raid,2005,2019,"Action,Drama,War",Movie,R,False,6.7,-
The House of Flowers Presents: The Funeral,2019,2019,-,Movie,TV-MA,False,-,-
The King,2019,2019,Documentary,Movie,R,True,7.0,-
The Last Boy Scout,1991,2019,Comedy,Movie,R,False,7.3,-
The Man Without Gravity,2019,2019,-,Movie,TV-14,True,-,-
The Matrix,1999,2019,Comedy,Movie,R,False,7.0,-
The Matrix Reloaded,2003,2019,"Comedy,Talk-Show",Movie,R,False,4.0,-
The Matrix Revolutions,2003,2019,"Comedy,Talk-Show",Movie,R,False,4.2,-
The Old Thieves: The Legend of Artegios,2007,2019,-,Movie,TV-14,False,-,-
The Pelican Brief,1993,2019,"Crime,Drama,Mystery",Movie,PG-13,False,6.6,-
The Tuxedo,2002,2019,"Action,Comedy,Sci-Fi",Movie,PG-13,False,5.4,-
"Thelonious Monk: Straight, No Chaser",1988,2019,"Biography,Documentary,Music",Movie,PG-13,False,7.7,-
True: Grabbleapple Harvest,2019,2019,Animation,Movie,TV-Y,False,4.0,-
Vantage Point,2008,2019,"Crime,Drama,Mystery",Movie,PG-13,False,8.0,-
Vientos de agua,2006,2019,Drama,TV Show,TV-MA,False,8.8,-
We Are the Wave,2019,2019,-,TV Show,TV-MA,True,-,Netflix
Wild Child,2008,2019,"Crime,Drama,Mystery",Movie,PG-13,False,8.1,-
Zoé: Panoramas,2016,2019,"Documentary,Music",Movie,TV-14,False,7.8,-
Zombieland,2009,2019,"Adventure,Comedy,Horror",Movie,R,False,5.9,-
A Wednesday,2008,2018,"Crime,Drama,Mystery",Movie,TV-MA,False,8.1,-
Aagey Se Right,2009,2018,"Comedy,Crime,Drama",Movie,TV-MA,False,5.1,-
Aamir,2008,2018,"Drama,Short,Thriller",Movie,TV-14,False,7.0,-
ABCD 2,2015,2018,-,Movie,TV-14,False,-,-
ABCD: Any Body Can Dance,2013,2018,-,Movie,TV-14,False,-,-
Arjun: The Warrior Prince,2011,2018,"Action,Adventure,Animation",Movie,TV-14,False,6.8,-
Asees,2018,2018,Drama,Movie,TV-14,False,7.5,-
Barfi!,2012,2018,"Comedy,Drama,Romance",Movie,TV-PG,False,8.1,-
BASEketball,1998,2018,"Comedy,Sport",Movie,R,False,6.5,-
Calico Critters,2018,2018,-,TV Show,TV-Y,False,-,-
Calico Critters: A Town of Dreams,2017,2018,-,Movie,TV-Y,False,-,-
Calico Critters: The Treasure of Calico Village,2017,2018,-,Movie,TV-Y,False,-,-
Chaar Sahibzaade,2014,2018,-,Movie,TV-PG,False,-,-
Chance Pe Dance,2009,2018,"Comedy,Drama,Music",Movie,TV-14,False,4.7,-
Christmas With A View,2018,2018,-,Movie,TV-PG,False,-,-
Chup Chup Ke,2006,2018,"Comedy,Drama,Romance",Movie,TV-14,False,6.7,-
Dhan Dhana Dhan Goal,2007,2018,"Drama,Sport",Movie,TV-14,False,4.9,-
Dhoondte Reh Jaoge,2009,2018,"Comedy,Drama",Movie,TV-14,False,5.6,-
Do Dooni Chaar,2010,2018,"Comedy,Drama",Movie,TV-PG,False,7.6,-
Edge of Fear,2018,2018,Thriller,Movie,TV-MA,False,4.4,-
"Edmilson Filho: Notas, Comedy about Relationships",2017,2018,-,Movie,TV-MA,False,-,-
Filmworker,2017,2018,"Biography,Documentary",Movie,TV-MA,False,7.5,-
Gaddar: the Traitor,2015,2018,-,Movie,TV-MA,False,-,-
Get Shorty,2017,2018,Comedy,TV Show,TV-MA,False,8.0,Netflix
Ghanchakkar,2013,2018,Comedy,Movie,TV-14,False,6.2,-
Girl from Nowhere,2018,2018,Drama,TV Show,TV-MA,False,3.7,-
Grandmaster,2012,2018,"Adventure,Animation,Comedy",Movie,TV-14,False,7.6,-
Hattrick,2007,2018,"Drama,Thriller",Movie,TV-14,False,5.9,-
Heroine,2012,2018,"Comedy,Drama",Movie,TV-MA,False,6.1,-
Himmatwala,2013,2018,"Action,Comedy",Movie,TV-14,False,1.7,-
Husbands in Goa,2012,2018,Comedy,Movie,TV-14,False,3.7,-
Jatts in Golmaal,2013,2018,Comedy,Movie,TV-PG,False,6.2,-
Kai Po Che!,2013,2018,-,Movie,TV-14,False,-,-
Kalakalappu,2012,2018,Comedy,Movie,TV-14,False,6.9,-
Katt Williams: The Pimp Chronicles: Pt. 1,2006,2018,-,Movie,TV-MA,False,-,-
Katti Batti,2015,2018,"Comedy,Drama,Romance",Movie,TV-14,False,4.9,-
Life in a ... Metro,2007,2018,-,Movie,TV-14,False,-,-
Marc Maron: Thinky Pain,2013,2018,Comedy,Movie,TV-MA,False,7.4,-
Morris from America,2016,2018,"Comedy,Drama,Romance",Movie,R,False,6.2,-
Mumbai Meri Jaan,2008,2018,Drama,Movie,TV-MA,False,7.7,-
Mundeyan Ton Bachke Rahin,2014,2018,"Comedy,Romance",Movie,TV-14,False,6.0,-
No One Killed Jessica,2011,2018,"Biography,Crime,Drama",Movie,TV-MA,False,7.2,-
Oye Lucky! Lucky Oye!,2008,2018,"Comedy,Crime,Drama",Movie,TV-14,False,7.7,-
Paan Singh Tomar,2010,2018,"Action,Biography,Crime",Movie,TV-MA,False,8.2,-
Raja Natwarlal,2014,2018,"Crime,Thriller",Movie,TV-14,False,6.1,-
Satyagraha,2013,2018,Drama,Movie,TV-14,False,5.9,-
